chunk_id,model_id,name,category,path,section,text,tags
::triggers,,---,social,models/social/authority-bias.md,Triggers,"- Visible symbols of authority (uniforms, titles, degrees, institutional affiliation) - High uncertainty — deference increases when the observer lacks domain knowledge - Time pressure — no time to evaluate independently - Social hierarchies that reinforce obedience - Confident delivery (tone signals authority independent of content)",authority|compliance|trust|deference|influence
::effects,,---,social,models/social/authority-bias.md,Effects,"- Compliance with harmful or irrational instructions - Uncritical acceptance of expert claims outside their domain - Diffusion of moral responsibility (""I was following orders"") - Exploitation by false authorities (scammers, cult leaders, fraudulent experts) - Reduced innovation in hierarchical organizations",authority|compliance|trust|deference|influence
::examples,,---,social,models/social/authority-bias.md,Examples,"**Example 1 — Milgram experiment:** Participants administered what they believed were dangerous electric shocks to strangers when instructed by a scientist in a lab coat. 65% obeyed to the maximum level. **Example 2 — Doctor's orders:** Nurses in studies followed written medication orders that contained obvious errors — because a doctor wrote it, the authority suppressed their own clinical judgment. **Example 3 — Investment fraud:** Ponzi schemes often succeed because the operator displays credentials, uses complex jargon, and projects confidence — triggering authority bias before due diligence occurs.",authority|compliance|trust|deference|influence
::counters,,---,social,models/social/authority-bias.md,Counters,"- Evaluate claims on their merits, not the source's title - Ask: ""is this person an authority in *this specific* domain?"" - In organizations: create explicit psychological safety to challenge authority - Pre-commit to a decision process before exposure to authority figures - Check credentials independently — don't accept self-reported authority",authority|compliance|trust|deference|influence
::references,,---,social,models/social/authority-bias.md,References,"- Milgram, S. (1963). Behavioral study of obedience. *Journal of Abnormal and Social Psychology*, 67(4), 371–378. - Cialdini, R. B. (1984). *Influence: The Psychology of Persuasion*. Harper Business.",authority|compliance|trust|deference|influence
::summary,,---,social,models/social/conformity.md,Summary,"Conformity is the tendency to align beliefs or behavior with group norms, either to fit in socially or because the group is treated as a source of information.",conformity|pressure|groups|norms|influence
::mechanism,,---,social,models/social/conformity.md,Mechanism,1. A person observes a group's expressed belief or behavior 2. The group signal creates social and informational pressure 3. The person weighs personal judgment against the cost of deviating 4. Public or private alignment with the group occurs 5. Repeated conformity reinforces the visible norm for everyone else,conformity|pressure|groups|norms|influence
::triggers,,---,social,models/social/conformity.md,Triggers,- Clear majority consensus - Ambiguous situations where the correct answer is uncertain - Desire for belonging or fear of social friction - Public responses where deviation is visible,conformity|pressure|groups|norms|influence
::effects,,---,social,models/social/conformity.md,Effects,- Group norms become self-reinforcing - Individual judgment is suppressed - Errors can spread collectively when dissent collapses - Coordination improves when the norm is actually useful,conformity|pressure|groups|norms|influence
::examples,,---,social,models/social/conformity.md,Examples,**Example 1 - Meeting silence:** Team members stay quiet about a risky proposal because everyone else seems supportive. **Example 2 - Fashion and slang:** People adopt styles or language to signal membership in a group. **Example 3 - Classroom answer:** A student changes a correct answer after hearing the rest of the class confidently choose a different one.,conformity|pressure|groups|norms|influence
::counters,,---,social,models/social/conformity.md,Counters,- Create visible permission for dissent - Collect independent judgments before group discussion - Separate public agreement from private belief in analysis,conformity|pressure|groups|norms|influence
::references,,---,social,models/social/conformity.md,References,"- Asch, S. E. (1951). Effects of group pressure upon the modification and distortion of judgments. In H. Guetzkow (Ed.), *Groups, Leadership and Men* (pp. 177-190). Carnegie Press. - Cialdini, R. B., & Goldstein, N. J. (2004). Social influence: Compliance and conformity. *Annual Review of Psychology*, 55, 591-621.",conformity|pressure|groups|norms|influence
::summary,,---,social,models/social/diffusion-of-responsibility.md,Summary,"Diffusion of responsibility is the tendency for individual action to decrease when multiple people are present, because each person assumes someone else will act.",responsibility|bystander|groups|inaction|social
::mechanism,,---,social,models/social/diffusion-of-responsibility.md,Mechanism,1. A situation appears to require intervention or ownership 2. Multiple observers are aware of the same situation 3. Responsibility feels distributed across the group 4. Each person waits for someone else to move first 5. Inaction by others becomes a signal that action may not be necessary 6. Collective passivity emerges from individually deferred responsibility,responsibility|bystander|groups|inaction|social
::triggers,,---,social,models/social/diffusion-of-responsibility.md,Triggers,- Public emergencies with many witnesses - Group tasks with ambiguous ownership - Large teams where accountability is diffuse - Situations where nobody is explicitly assigned to respond,responsibility|bystander|groups|inaction|social
::effects,,---,social,models/social/diffusion-of-responsibility.md,Effects,- Slower intervention in emergencies - Missed ownership in teams and organizations - Moral disengagement through shared passivity - Escalation of small problems because no one claims them early,responsibility|bystander|groups|inaction|social
::examples,,---,social,models/social/diffusion-of-responsibility.md,Examples,**Example 1 - Bystander street incident:** People hesitate to intervene because they assume someone else nearby will call for help. **Example 2 - Shared inbox:** Critical requests sit unanswered because each teammate assumes another person will respond. **Example 3 - Production bug:** A visible issue persists because ownership is spread across multiple teams and no one takes the first step.,responsibility|bystander|groups|inaction|social
::counters,,---,social,models/social/diffusion-of-responsibility.md,Counters,"- Assign explicit ownership in group settings - In emergencies, address one person directly rather than appealing to the crowd - Treat visible inaction as a risk signal, not proof that action is unnecessary",responsibility|bystander|groups|inaction|social
::references,,---,social,models/social/diffusion-of-responsibility.md,References,"- Darley, J. M., & Latane, B. (1968). Bystander intervention in emergencies: Diffusion of responsibility. *Journal of Personality and Social Psychology*, 8(4), 377-383. - Latane, B., & Nida, S. (1981). Ten years of research on group size and helping. *Psychological Bulletin*, 89(2), 308-324.",responsibility|bystander|groups|inaction|social
::summary,,---,social,models/social/groupthink.md,Summary,"Groupthink is a failure mode where the desire for harmony and consensus suppresses dissent, critical evaluation, and realistic appraisal inside a decision-making group.",groups|consensus|conformity|decisions|pressure
::mechanism,,---,social,models/social/groupthink.md,Mechanism,1. A cohesive group faces a high-stakes decision 2. Pressure for agreement grows stronger than pressure for accuracy 3. Dissent feels socially costly or disloyal 4. Alternative views are filtered out or self-censored 5. The group mistakes internal agreement for correctness 6. Poor decisions survive because critique never fully enters the room,groups|consensus|conformity|decisions|pressure
::triggers,,---,social,models/social/groupthink.md,Triggers,- Strong group cohesion or identity - Directive leadership that signals a preferred answer - High stress and urgency - Isolation from outside critique - Norms that treat dissent as disloyalty,groups|consensus|conformity|decisions|pressure
::effects,,---,social,models/social/groupthink.md,Effects,- Weak evaluation of alternatives - Overconfidence in flawed plans - Illusions of unanimity - Suppressed warnings and red flags,groups|consensus|conformity|decisions|pressure
::examples,,---,social,models/social/groupthink.md,Examples,**Example 1 - Executive meeting:** A leadership team converges too quickly on an acquisition because no one wants to be the lone skeptic in front of the CEO. **Example 2 - Product launch:** A team ignores repeated QA concerns because momentum and optimism have become part of the group's identity. **Example 3 - Policy failure:** Officials filter out contrary intelligence because agreement inside the inner circle feels more reassuring than uncertainty.,groups|consensus|conformity|decisions|pressure
::counters,,---,social,models/social/groupthink.md,Counters,- Assign explicit dissent roles in major decisions - Gather independent judgments before discussion - Bring in outside reviewers with no stake in group cohesion,groups|consensus|conformity|decisions|pressure
::references,,---,social,models/social/groupthink.md,References,"- Janis, I. L. (1972). *Victims of Groupthink*. Houghton Mifflin. - Whyte, G. (1998). Recasting Janis's groupthink model: The key role of collective efficacy in decision fiascoes. *Organizational Behavior and Human Decision Processes*, 73(2-3), 185-209.",groups|consensus|conformity|decisions|pressure
::summary,,---,social,models/social/in-group-bias.md,Summary,"In-group bias is the tendency to favor people perceived as part of one's own group in trust, evaluation, empathy, and resource allocation.",identity|bias|groups|favoritism|belonging
::mechanism,,---,social,models/social/in-group-bias.md,Mechanism,1. People categorize themselves and others into groups 2. Group membership becomes tied to identity and belonging 3. Positive traits and trust are assigned more readily to the in-group 4. Ambiguous behavior is interpreted more charitably for insiders than outsiders 5. Favoritism reinforces group boundaries and loyalty,identity|bias|groups|favoritism|belonging
::triggers,,---,social,models/social/in-group-bias.md,Triggers,"- Salient team, political, cultural, or organizational identities - Competition for status or resources - Ambiguous information about others' motives - Environments where group belonging is rewarded",identity|bias|groups|favoritism|belonging
::effects,,---,social,models/social/in-group-bias.md,Effects,- Preferential trust and cooperation with insiders - Biased evaluation of people and ideas - Stronger polarization between groups - Uneven empathy and fairness judgments,identity|bias|groups|favoritism|belonging
::examples,,---,social,models/social/in-group-bias.md,Examples,**Example 1 - Hiring discussion:** A team interprets a candidate from a familiar background as a better cultural fit despite similar evidence from another candidate. **Example 2 - Product debate:** Employees defend their own department's proposal more charitably than an equally strong proposal from another team. **Example 3 - Online communities:** Users excuse bad behavior from their own side while condemning the same behavior from an opposing group.,identity|bias|groups|favoritism|belonging
::counters,,---,social,models/social/in-group-bias.md,Counters,- Evaluate arguments and people against explicit criteria rather than group identity - Increase shared goals that reduce zero-sum group framing - Use cross-group review and accountability in important decisions,identity|bias|groups|favoritism|belonging
::references,,---,social,models/social/in-group-bias.md,References,"- Tajfel, H. (1970). Experiments in intergroup discrimination. *Scientific American*, 223(5), 96-102. - Brewer, M. B. (1979). In-group bias in the minimal intergroup situation. *Psychological Bulletin*, 86(2), 307-324.",identity|bias|groups|favoritism|belonging
::summary,,---,social,models/social/reciprocity.md,Summary,"Reciprocity is the social rule that receiving value, help, or concession creates pressure to return something in kind, making exchange and influence more likely.",reciprocity|obligation|exchange|influence|cooperation
::mechanism,,---,social,models/social/reciprocity.md,Mechanism,"1. One person provides a gift, favor, concession, or benefit 2. The receiver experiences social obligation to respond in kind 3. Failing to reciprocate feels unfair or reputationally costly 4. The obligation shapes later behavior, compliance, or cooperation 5. Strategic actors can use the norm to create leverage",reciprocity|obligation|exchange|influence|cooperation
::triggers,,---,social,models/social/reciprocity.md,Triggers,- Receiving an unexpected favor or gift - Small concessions in negotiation - Help offered publicly where norms are visible - Cultures or teams with strong fairness expectations,reciprocity|obligation|exchange|influence|cooperation
::effects,,---,social,models/social/reciprocity.md,Effects,- Increased cooperation and exchange - Higher compliance after small gifts or favors - Pressure to maintain balanced relationships - Vulnerability to manipulation through engineered obligation,reciprocity|obligation|exchange|influence|cooperation
::examples,,---,social,models/social/reciprocity.md,Examples,"**Example 1 - Sales sample:** A free sample makes people more likely to buy because it creates a subtle sense of obligation. **Example 2 - Negotiation concession:** One side makes a visible concession, increasing pressure for the other side to give ground in return. **Example 3 - Workplace help:** A coworker who repeatedly covers urgent tasks often receives informal loyalty and support later.",reciprocity|obligation|exchange|influence|cooperation
::counters,,---,social,models/social/reciprocity.md,Counters,- Notice when a favor is being used to create artificial leverage - Separate gratitude from compliance in decisions - Decline or neutralize unsolicited gifts when impartiality matters,reciprocity|obligation|exchange|influence|cooperation
::references,,---,social,models/social/reciprocity.md,References,"- Gouldner, A. W. (1960). The norm of reciprocity: A preliminary statement. *American Sociological Review*, 25(2), 161-178. - Cialdini, R. B. (2009). *Influence: Science and Practice*. Pearson.",reciprocity|obligation|exchange|influence|cooperation
::summary,,---,social,models/social/social-proof.md,Summary,"People look to the behavior of others to determine the correct course of action — especially in ambiguous situations. The more people doing something, the more correct it appears.",influence|conformity|behavior|uncertainty|persuasion
::mechanism,,---,social,models/social/social-proof.md,Mechanism,"1. Person faces an uncertain situation or decision 2. Looks to others for behavioral cues (""what are they doing?"") 3. Interprets widespread behavior as evidence of correctness 4. Adopts the behavior to reduce uncertainty and fit in 5. Their adoption adds to the signal for others — feedback loop",influence|conformity|behavior|uncertainty|persuasion
::triggers,,---,social,models/social/social-proof.md,Triggers,"- Uncertainty or ambiguity about the correct behavior - Novel situations with no prior experience - High stakes where being wrong has social consequences - Visible displays of others' choices (counts, reviews, crowds) - Similarity to the observed group (we follow people like us)",influence|conformity|behavior|uncertainty|persuasion
::effects,,---,social,models/social/social-proof.md,Effects,"- Conformity cascades (one person joins → more join → everyone joins) - Preference falsification — people publicly adopt behaviors they privately reject - Viral spread of products, ideas, and behaviors - Bystander effect — diffusion of responsibility in groups - Pluralistic ignorance — everyone conforms to a norm no one privately holds",influence|conformity|behavior|uncertainty|persuasion
::examples,,---,social,models/social/social-proof.md,Examples,"**Example 1 — Reviews:** A restaurant with 2,000 reviews at 4.5 stars attracts more diners than one with 10 reviews at 4.8 — the crowd signals safety. **Example 2 — Applause:** Laugh tracks on sitcoms increase perceived funniness. Canned applause tells the audience when to respond. **Example 3 — Emergency:** In a medical emergency in a crowd, bystanders look at each other — everyone assumes someone else has called for help. Nobody acts. (Diffusion of responsibility.)",influence|conformity|behavior|uncertainty|persuasion
::counters,,---,social,models/social/social-proof.md,Counters,"- In emergencies: designate one specific person (""you, in the red jacket — call 911"") - For product decisions: weight reviews by verified purchasers, not raw count - Recognize when you're in a conformity cascade — ask ""what do I actually think?"" - Structural interventions: make individual choices visible before group discussion",influence|conformity|behavior|uncertainty|persuasion
::references,,---,social,models/social/social-proof.md,References,"- Cialdini, R. B. (1984). *Influence: The Psychology of Persuasion*. Harper Business. - Latané, B., & Darley, J. M. (1968). Group inhibition of bystander intervention in emergencies. *Journal of Personality and Social Psychology*, 10(3), 215.",influence|conformity|behavior|uncertainty|persuasion
::summary,,---,emotional,models/emotional/attribution-theory.md,Summary,"Attribution theory explains how people interpret the causes of events, and how those explanations shape emotion, motivation, and future behavior.",attribution|emotion|explanation|success|failure
::mechanism,,---,emotional,models/emotional/attribution-theory.md,Mechanism,"1. An outcome occurs, such as success or failure 2. The person asks what caused it 3. Causes are assigned along dimensions like internal versus external, stable versus unstable, controllable versus uncontrollable 4. The chosen explanation changes emotion and expectation 5. Those emotions then influence motivation and later behavior",attribution|emotion|explanation|success|failure
::triggers,,---,emotional,models/emotional/attribution-theory.md,Triggers,- Unexpected outcomes that demand explanation - Repeated success or failure in the same domain - Social comparison and feedback from others - Ambiguous situations where multiple causes are plausible,attribution|emotion|explanation|success|failure
::effects,,---,emotional,models/emotional/attribution-theory.md,Effects,"- Shame, pride, guilt, relief, or helplessness depending on the attribution - Changes in confidence and persistence - Stable stories about the self that can reinforce identity - Divergent reactions to identical outcomes based on interpretation",attribution|emotion|explanation|success|failure
::examples,,---,emotional,models/emotional/attribution-theory.md,Examples,**Example 1 - Exam result:** A student who fails a test and attributes it to low effort reacts differently from one who attributes it to being inherently bad at the subject. **Example 2 - Promotion:** Someone who credits their promotion to luck may feel less secure than someone who credits preparation and skill. **Example 3 - Team conflict:** A manager who sees a missed deadline as laziness responds differently than one who sees it as a systems failure.,attribution|emotion|explanation|success|failure
::counters,,---,emotional,models/emotional/attribution-theory.md,Counters,- Check whether your explanation is evidence-based or habitual - Favor specific and adjustable causes over totalizing identity judgments - Reframe outcomes into factors you can influence when appropriate,attribution|emotion|explanation|success|failure
::references,,---,emotional,models/emotional/attribution-theory.md,References,"- Heider, F. (1958). *The Psychology of Interpersonal Relations*. Wiley. - Weiner, B. (1985). An attributional theory of achievement motivation and emotion. *Psychological Review*, 92(4), 548-573.",attribution|emotion|explanation|success|failure
::summary,,---,emotional,models/emotional/dopamine-reward-prediction.md,Summary,Dopamine reward prediction describes how the brain updates motivation and learning based on the gap between expected reward and actual reward.,dopamine|reward|prediction|learning|motivation
::mechanism,,---,emotional,models/emotional/dopamine-reward-prediction.md,Mechanism,"1. The brain forms an expectation about a future reward 2. An outcome occurs 3. If the reward is better than expected, dopamine response increases 4. If the reward matches expectation, the spike diminishes 5. If the reward is worse than expected or absent, dopamine response drops 6. The system updates what cues and actions are worth repeating",dopamine|reward|prediction|learning|motivation
::triggers,,---,emotional,models/emotional/dopamine-reward-prediction.md,Triggers,- Uncertain rewards with variable timing or magnitude - Novel stimuli that could signal opportunity - Cues previously associated with positive outcomes - Environments with rapid feedback loops,dopamine|reward|prediction|learning|motivation
::effects,,---,emotional,models/emotional/dopamine-reward-prediction.md,Effects,- Strong learning from surprise - Increased motivation for variable reward systems - Cue sensitivity that can drive craving and compulsive behavior - Shifting attention from reward itself to the predictors of reward,dopamine|reward|prediction|learning|motivation
::examples,,---,emotional,models/emotional/dopamine-reward-prediction.md,Examples,**Example 1 - Slot machine behavior:** Irregular payouts produce stronger motivation than predictable ones because the reward prediction error stays active. **Example 2 - Social notifications:** Intermittent likes or messages keep people checking their phones because each check might produce an unexpected reward. **Example 3 - Training feedback:** Immediate positive feedback after a difficult task increases the chance the same strategy is repeated.,dopamine|reward|prediction|learning|motivation
::counters,,---,emotional,models/emotional/dopamine-reward-prediction.md,Counters,- Reduce exposure to variable reward environments when trying to break compulsive loops - Make healthy rewards more immediate and visible - Separate short-term dopamine pull from long-term value in decisions,dopamine|reward|prediction|learning|motivation
::references,,---,emotional,models/emotional/dopamine-reward-prediction.md,References,"- Schultz, W., Dayan, P., & Montague, P. R. (1997). A neural substrate of prediction and reward. *Science*, 275(5306), 1593-1599. - Berridge, K. C., & Robinson, T. E. (1998). What is the role of dopamine in reward? *Brain Research Reviews*, 28(3), 309-369.",dopamine|reward|prediction|learning|motivation
::summary,,---,emotional,models/emotional/emotional-contagion.md,Summary,"Emotional contagion is the spread of affect from one person or group to another through automatic mimicry, synchronization, and shared interpretation.",emotion|contagion|empathy|groups|affect
::mechanism,,---,emotional,models/emotional/emotional-contagion.md,Mechanism,"1. A person observes another's emotional expression, tone, posture, or pace 2. Subtle mimicry and attentional alignment occur automatically 3. The mirrored signals feed back into the observer's own affective state 4. Shared interpretation amplifies the spread across a group 5. The emotional climate becomes self-reinforcing",emotion|contagion|empathy|groups|affect
::triggers,,---,emotional,models/emotional/emotional-contagion.md,Triggers,- Close social proximity or high attentional focus - Highly expressive leaders or peers - Stressful or uncertain situations - Digital environments with strong emotional cues and repetition,emotion|contagion|empathy|groups|affect
::effects,,---,emotional,models/emotional/emotional-contagion.md,Effects,"- Mood spreads across teams, crowds, or audiences - Anxiety and outrage can escalate quickly - Calm and confidence can stabilize a group - Individual judgment becomes colored by collective emotion",emotion|contagion|empathy|groups|affect
::examples,,---,emotional,models/emotional/emotional-contagion.md,Examples,**Example 1 - Team standup:** One visibly stressed manager can make the whole room more tense before any facts are discussed. **Example 2 - Viral outrage:** Repeated exposure to angry posts increases a user's own anger even before they engage analytically with the issue. **Example 3 - Customer service floor:** One upbeat agent can lift the energy of nearby coworkers and improve overall tone.,emotion|contagion|empathy|groups|affect
::counters,,---,emotional,models/emotional/emotional-contagion.md,Counters,- Slow emotional spread with deliberate pauses and lower-intensity signaling - Avoid treating a contagious group mood as objective evidence - Use calm procedural structure during tense group decisions,emotion|contagion|empathy|groups|affect
::references,,---,emotional,models/emotional/emotional-contagion.md,References,"- Hatfield, E., Cacioppo, J. T., & Rapson, R. L. (1993). Emotional contagion. *Current Directions in Psychological Science*, 2(3), 96-100. - Barsade, S. G. (2002). The ripple effect: Emotional contagion and its influence on group behavior. *Administrative Science Quarterly*, 47(4), 644-675.",emotion|contagion|empathy|groups|affect
::summary,,---,emotional,models/emotional/hedonic-adaptation.md,Summary,Hedonic adaptation is the tendency for emotional reactions to gains and losses to fade over time as people return toward a relatively stable baseline of well-being.,adaptation|happiness|emotion|baseline|change
::mechanism,,---,emotional,models/emotional/hedonic-adaptation.md,Mechanism,1. A positive or negative life change occurs 2. Emotion shifts sharply in response to the event 3. Attention and novelty are initially high 4. Over time the new condition becomes normal 5. Emotional intensity declines as baseline expectations reset,adaptation|happiness|emotion|baseline|change
::triggers,,---,emotional,models/emotional/hedonic-adaptation.md,Triggers,"- Major purchases, promotions, achievements, or setbacks - Lifestyle upgrades that quickly become routine - Repeated exposure to previously exciting conditions - Comparisons that continually update what feels normal",adaptation|happiness|emotion|baseline|change
::effects,,---,emotional,models/emotional/hedonic-adaptation.md,Effects,- Lasting satisfaction from external gains is often weaker than expected - People chase repeated upgrades for diminishing returns - Losses can feel permanently devastating in the short term but soften over time - Well-being depends partly on how quickly baselines reset,adaptation|happiness|emotion|baseline|change
::examples,,---,emotional,models/emotional/hedonic-adaptation.md,Examples,"**Example 1 - New salary:** A raise feels transformative at first, then becomes the new normal within months. **Example 2 - New device:** A purchase that felt exciting quickly becomes background infrastructure once novelty fades. **Example 3 - Social milestone:** Recognition initially boosts mood, but the emotional lift weakens as expectations rise.",adaptation|happiness|emotion|baseline|change
::counters,,---,emotional,models/emotional/hedonic-adaptation.md,Counters,- Avoid assuming large external changes will produce permanent emotional payoff - Use gratitude and variety to slow adaptation - Invest more in systems and relationships than in novelty-driven upgrades,adaptation|happiness|emotion|baseline|change
::references,,---,emotional,models/emotional/hedonic-adaptation.md,References,"- Brickman, P., & Campbell, D. T. (1971). Hedonic relativism and planning the good society. In M. H. Appley (Ed.), *Adaptation-Level Theory* (pp. 287-302). Academic Press. - Frederick, S., & Loewenstein, G. (1999). Hedonic adaptation. In D. Kahneman, E. Diener, & N. Schwarz (Eds.), *Well-Being* (pp. 302-329). Russell Sage Foundation.",adaptation|happiness|emotion|baseline|change
::summary,,---,emotional,models/emotional/imposter-syndrome.md,Summary,"A persistent internal experience of feeling like a fraud — believing one's success is due to luck or deception rather than genuine ability, despite objective evidence of competence.",self-doubt|competence|achievement|anxiety|identity
::mechanism,,---,emotional,models/emotional/imposter-syndrome.md,Mechanism,"1. Person achieves success in a domain 2. Instead of attributing success to ability, attributes it to luck, timing, or deceiving others 3. Fears being ""found out"" as incompetent 4. Works harder to compensate (overpreparation) or procrastinates to protect self-esteem 5. New successes don't update the belief — they're also attributed to luck 6. Cycle self-reinforces: effort → success → ""lucky again"" → more anxiety",self-doubt|competence|achievement|anxiety|identity
::triggers,,---,emotional,models/emotional/imposter-syndrome.md,Triggers,"- Entering a new role, team, or institution with high perceived standards - Belonging to a demographic underrepresented in a field - Perfectionist tendencies — any gap from ideal = proof of inadequacy - Praise from others that feels undeserved - Comparing internal experience (doubt, effort) to others' external presentation (confidence)",self-doubt|competence|achievement|anxiety|identity
::effects,,---,emotional,models/emotional/imposter-syndrome.md,Effects,"- Chronic anxiety and self-doubt despite strong performance - Overwork and burnout from compensating - Reluctance to take on new challenges or speak up - Discounting genuine achievements - Paradoxically, often affects high performers most",self-doubt|competence|achievement|anxiety|identity
::examples,,---,emotional,models/emotional/imposter-syndrome.md,Examples,**Example 1 — New job:** A skilled engineer joins a senior team and spends nights re-reading documentation they already know — convinced everyone else understands it more deeply. **Example 2 — Publication:** An author whose book receives critical acclaim believes the reviewers are being polite and the readers haven't figured out yet that the writing is shallow. **Example 3 — Promotion:** A manager promoted after years of strong results believes the promotion was a mistake and they'll soon be exposed as less capable than their peers.,self-doubt|competence|achievement|anxiety|identity
::counters,,---,emotional,models/emotional/imposter-syndrome.md,Counters,"- Track and review your own objective achievements — make the evidence concrete - Recognize that others also doubt themselves — compare internal to internal, not internal to external - Reframe: effort and preparation *are* competence, not evidence of its absence - Talk to trusted peers — imposter syndrome thrives in isolation - Distinguish ""I don't know everything"" from ""I don't know anything""",self-doubt|competence|achievement|anxiety|identity
::references,,---,emotional,models/emotional/imposter-syndrome.md,References,"- Clance, P. R., & Imes, S. A. (1978). The imposter phenomenon in high achieving women. *Psychotherapy: Theory, Research & Practice*, 15(3), 241–247.",self-doubt|competence|achievement|anxiety|identity
::summary,,---,emotional,models/emotional/negativity-bias.md,Summary,"Negativity bias is the tendency for negative events, cues, and emotions to command more attention, carry more weight, and persist longer than positive ones.",emotion|bias|threat|attention|memory
::mechanism,,---,emotional,models/emotional/negativity-bias.md,Mechanism,"1. The mind encounters both positive and negative information 2. Negative information is prioritized as more urgent or survival-relevant 3. Attention, memory, and emotional impact skew toward the negative cue 4. Judgments and forecasts become shaped by the heavier negative weight 5. The person behaves as if bad outcomes are more informative than equally strong good outcomes",emotion|bias|threat|attention|memory
::triggers,,---,emotional,models/emotional/negativity-bias.md,Triggers,- Uncertain situations where threat scanning is active - Feedback environments containing criticism - High-stakes decisions or social evaluation - Media streams optimized for dramatic or alarming content,emotion|bias|threat|attention|memory
::effects,,---,emotional,models/emotional/negativity-bias.md,Effects,- Criticism outweighs praise - Negative news dominates memory and conversation - Risk perception rises - Relationships and work climate can tilt toward defensive behavior,emotion|bias|threat|attention|memory
::examples,,---,emotional,models/emotional/negativity-bias.md,Examples,"**Example 1 - Performance review:** A person receives nine positive comments and one negative comment, then fixates on the negative one for days. **Example 2 - Product launch:** One angry customer message dominates a team's emotional reaction despite broadly positive usage data. **Example 3 - News consumption:** An audience overestimates danger because negative stories are more vivid and more frequently shared.",emotion|bias|threat|attention|memory
::counters,,---,emotional,models/emotional/negativity-bias.md,Counters,"- Deliberately quantify positive and negative evidence instead of relying on recall - Build review processes that prevent isolated negative cues from dominating - Treat emotional intensity as a signal to slow down, not as proof of importance",emotion|bias|threat|attention|memory
::references,,---,emotional,models/emotional/negativity-bias.md,References,"- Rozin, P., & Royzman, E. B. (2001). Negativity bias, negativity dominance, and contagion. *Personality and Social Psychology Review*, 5(4), 296-320. - Baumeister, R. F., Bratslavsky, E., Finkenauer, C., & Vohs, K. D. (2001). Bad is stronger than good. *Review of General Psychology*, 5(4), 323-370.",emotion|bias|threat|attention|memory
::summary,,---,decision,models/decision/affect-heuristic.md,Summary,"The affect heuristic is the tendency to let immediate positive or negative feelings stand in for slower analysis when judging risks, benefits, and choices.",emotion|risk|judgment|intuition|valuation
::mechanism,,---,decision,models/decision/affect-heuristic.md,Mechanism,"1. A person encounters an option, event, or category 2. An immediate emotional impression is generated 3. That feeling is used as a shortcut for evaluating the option 4. Perceived benefits rise when affect is positive and perceived risks fall 5. The reverse happens when affect is negative",emotion|risk|judgment|intuition|valuation
::triggers,,---,decision,models/decision/affect-heuristic.md,Triggers,"- Complex choices with uncertain outcomes - Time pressure or cognitive overload - Highly vivid, emotional, or symbolic stimuli - Familiar domains where people trust intuition over analysis",emotion|risk|judgment|intuition|valuation
::effects,,---,decision,models/decision/affect-heuristic.md,Effects,- Risk and benefit judgments move together rather than independently - Emotional tone strongly shapes public opinion and policy preferences - Fast intuitive choices feel obvious even when poorly grounded - Vivid stories outweigh statistical evidence,emotion|risk|judgment|intuition|valuation
::examples,,---,decision,models/decision/affect-heuristic.md,Examples,**Example 1 - Brand reaction:** Someone feels warmly toward a company and therefore underrates the risks of its new product. **Example 2 - Public fear:** A dramatic accident creates fear that makes a rare technology seem broadly unsafe despite low statistical risk. **Example 3 - Hiring intuition:** A recruiter gets a positive vibe from a candidate and then inflates both their competence and cultural fit.,emotion|risk|judgment|intuition|valuation
::counters,,---,decision,models/decision/affect-heuristic.md,Counters,- Separate risk and benefit evaluation into distinct questions - Delay important decisions until the immediate emotional reaction cools - Compare intuition with explicit data before committing,emotion|risk|judgment|intuition|valuation
::references,,---,decision,models/decision/affect-heuristic.md,References,"- Slovic, P., Finucane, M. L., Peters, E., & MacGregor, D. G. (2002). The affect heuristic. In T. Gilovich, D. Griffin, & D. Kahneman (Eds.), *Heuristics and Biases* (pp. 397-420). Cambridge University Press.",emotion|risk|judgment|intuition|valuation
::summary,,---,decision,models/decision/bandwagon-effect.md,Summary,"The bandwagon effect is the tendency to adopt beliefs, products, or behaviors because many other people appear to be adopting them.",popularity|conformity|adoption|trend|social-influence
::mechanism,,---,decision,models/decision/bandwagon-effect.md,Mechanism,"1. A person sees that an option is growing in popularity 2. Popularity is interpreted as evidence of quality, correctness, or safety 3. Social and reputational benefits of joining increase 4. Adoption becomes more attractive because others are already in 5. Each new adopter strengthens the signal for the next person",popularity|conformity|adoption|trend|social-influence
::triggers,,---,decision,models/decision/bandwagon-effect.md,Triggers,"- Public counts such as votes, followers, rankings, or reviews - Uncertain choices where popularity looks like information - Social environments where belonging matters - Markets where network effects increase the value of joining the majority",popularity|conformity|adoption|trend|social-influence
::effects,,---,decision,models/decision/bandwagon-effect.md,Effects,- Rapid trend adoption - Cascades where weak evidence produces large collective shifts - Herd behavior and crowding around dominant options - Reduced independent evaluation of alternatives,popularity|conformity|adoption|trend|social-influence
::examples,,---,decision,models/decision/bandwagon-effect.md,Examples,**Example 1 - Social platform migration:** People join a new app primarily because their friends and influencers are all moving there. **Example 2 - Investing mania:** Buyers rush into an asset because everyone else seems to be making money on it. **Example 3 - Electoral polling:** Voters become more likely to support a candidate who appears to be winning.,popularity|conformity|adoption|trend|social-influence
